,stuID,schID,gender,pre_region,trans,pre_frendship_1,pre_frendship_2,pre_frendship_3,pre_frendship_4,pre_frendship_5,post_frendship_1,post_frendship_2,post_frendship_3,post_frendship_4,post_frendship_5,post_frendship_6,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,SES,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,prefer_Hsch_dum_9,prefer_Hsch_dum_10,academic_abil,multicultur_per
1094,1445,4527,2,2,0,5,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,5,5,3,4,3,4,4,3,4,3,4,4,4,3,2,2,2,2,2,600,1,0,0,0,0,0,0,0,0,0,237.6666667,1.376146789
1095,1446,4533,1,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,1200,0,0,0,0,0,0,1,0,0,0,251,0.947867299
1096,1447,4533,2,2,0,4,4,4,5,5,5,5,4,4,3,3,5,5,5,5,5,4,4,4,4,4,4,3,3,3,2,3,3,3,3,3,4,4,4,4,500,1,0,0,0,0,0,0,0,0,0,232,0.947867299
1097,1448,4527,1,2,0,5,5,5,5,5,5,5,3,5,4,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,400,0,0,0,1,0,0,0,0,0,0,280,1.376146789
1098,1449,4527,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,700,0,0,0,0,0,0,1,0,0,0,261.6666667,1.376146789
1099,1451,4533,2,2,0,5,4,4,5,4,4,4,5,4,4,5,5,4,3,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,400,0,0,0,0,1,0,0,0,0,0,217,0.947867299
1100,1452,4527,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,800,0,0,1,0,0,0,0,0,0,0,268.3333333,1.376146789
1101,1454,4527,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4,3,476,0,0,0,1,0,0,0,0,0,0,265,1.376146789
1102,1455,4533,1,2,0,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,3,3,3,3,2,2,3,1,3,2,3,4,4,4,2,700,1,0,0,0,0,0,0,0,0,0,198.3333333,0.947867299
1103,1457,4035,2,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,900,0,0,0,0,0,0,0,1,0,0,282,4
1104,1458,4527,1,2,0,4,4,4,5,4,4,4,3,4,4,4,4,4,3,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,2,1,1,500,1,0,0,0,0,0,0,0,0,0,235.3333333,1.376146789
1105,1459,4527,2,2,0,4,3,4,5,3,3,3,4,3,5,4,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,4,3,3,4,3,4,3,4,280,1,0,0,0,0,0,0,0,0,0,241,1.376146789
1106,1460,4533,2,2,0,3,3,4,4,3,4,4,4,4,4,5,3,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,900,1,0,0,0,0,0,0,0,0,0,252,0.947867299
1107,1461,4533,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4,5,4,4,2,250,0,0,0,1,0,0,0,0,0,0,270,0.947867299
1108,1462,4527,2,2,0,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,3,4,3,4,4,3,4,5,5,5,5,5,700,0,0,1,0,0,0,0,0,0,0,290,1.376146789
1109,1463,4527,1,2,0,5,5,4,5,4,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,5,4,3,4,3,3,4,3,3,2,1,1,2,3,700,1,0,0,0,0,0,0,0,0,0,168.6666667,1.376146789
1110,1464,4533,1,2,0,5,4,4,5,4,5,5,5,5,5,5,4,4,4,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,700,0,0,0,0,0,0,0,1,0,0,253,0.947867299
1111,1465,4537,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,3,5,5,5,4,4,4,4,4,4,5,5,5,5,1,700,0,0,0,0,1,0,0,0,0,0,236,0
1112,1466,4533,1,2,0,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,5,5,4,4,4,4,4,3,4,4,5,5,4,5,5,5,5,5,4,350,0,0,0,1,0,0,0,0,0,0,248.3333333,0.947867299
1113,1467,4533,1,2,0,4,3,3,4,3,4,4,4,4,4,4,3,4,2,3,4,3,3,3,3,4,4,3,4,4,4,3,4,4,3,3,4,4,3,2,111,0,0,0,0,0,1,0,0,0,0,194,0.947867299
1114,1468,4533,2,2,0,4,3,4,4,4,4,4,4,4,4,4,2,3,1,4,4,4,3,4,4,4,4,3,3,3,3,3,2,3,3,4,4,2,3,2,400,1,0,0,0,0,0,0,0,0,0,133.6666667,0.947867299
1115,1470,4533,1,2,0,5,4,4,4,3,4,4,3,4,3,4,4,4,2,4,4,3,4,4,3,3,2,4,4,4,4,2,3,2,3,3,3,3,3,2,180,0,0,0,0,0,0,0,1,0,0,183.3333333,0.947867299
1116,1471,5212,1,3,0,4,3,4,5,4,3,3,3,3,3,2,4,4,3,3,3,5,4,4,4,4,4,4,4,4,4,5,3,4,5,4,1,4,3,4,500,0,0,0,0,0,0,0,1,0,0,226.3333333,0.406504065
1117,1472,4533,1,2,0,4,4,4,3,4,5,5,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,3,3,250,0,0,0,1,0,0,0,0,0,0,262,0.947867299
1118,1473,4527,2,2,0,4,4,4,4,4,5,5,5,5,5,5,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,2,2,500,1,0,0,0,0,0,0,0,0,0,187.3333333,1.376146789
1119,1474,4527,2,2,0,3,3,3,4,4,4,4,3,3,3,4,4,4,3,4,4,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,4,3,3,2,580,1,0,0,0,0,0,0,0,0,0,255.6666667,1.376146789
1120,1475,4336,2,3,0,3,4,3,5,5,4,5,4,4,3,4,3,3,3,3,4,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,400,0,0,0,0,0,0,1,0,0,0,231.6666667,0
1121,1476,4527,2,2,0,5,4,5,5,5,5,5,4,5,5,5,5,4,3,5,5,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,560,0,0,1,0,0,0,0,0,0,0,241.3333333,1.376146789
1122,1478,5244,2,1,0,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,4,500,0,0,1,0,0,0,0,0,0,0,282.6666667,2.290076336
1123,1479,4522,2,2,0,5,5,5,5,4,5,4,5,5,5,5,4,5,3,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,4,3,500,1,0,0,0,0,0,0,0,0,0,212.3333333,2.5
1124,1480,4518,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,135,1,0,0,0,0,0,0,0,0,0,145.6666667,3.333333333
1125,1481,4524,1,2,0,4,3,4,4,3,3,3,3,3,3,3,4,4,3,4,4,3,2,2,3,2,3,3,3,3,3,3,3,3,3,4,4,3,3,3,350,1,0,0,0,0,0,0,0,0,0,277,0.78125
1126,1483,4523,2,2,0,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3,3,4,4,3,4,3,4,4,4,3,4,4,4,3,4,2,4,3,2,3,120,0,1,0,0,0,0,0,0,0,0,164.6666667,0
1127,1484,4524,1,2,0,4,4,5,5,5,4,4,3,4,3,5,5,5,5,5,5,2,1,3,1,3,3,4,4,4,2,2,3,4,3,4,4,3,4,3,600,1,0,0,0,0,0,0,0,0,0,260.6666667,0.78125
1128,1485,4524,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,250,0,1,0,0,0,0,0,0,0,0,244.6666667,0.78125
1129,1487,4520,1,2,0,5,5,5,5,4,5,5,5,5,5,5,5,4,3,5,4,4,4,3,4,3,3,3,3,3,2,2,3,3,3,4,4,4,4,3,350,0,1,0,0,0,0,0,0,0,0,190.3333333,0.664451827
1130,1488,4524,2,2,0,5,4,3,5,4,4,4,4,4,3,4,4,3,3,3,3,4,3,4,3,3,4,3,4,4,4,4,4,4,3,5,4,4,4,4,400,0,1,0,0,0,0,0,0,0,0,205.3333333,0.78125
1131,1489,4523,1,2,0,4,4,4,5,4,4,4,3,4,4,4,5,4,3,4,4,3,3,3,2,2,3,3,3,3,3,4,4,3,3,2,4,3,3,2,300,1,0,0,0,0,0,0,0,0,0,211,0
1132,1490,4523,1,2,0,5,4,5,5,5,4,4,4,4,3,2,4,3,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,300,1,0,0,0,0,0,0,0,0,0,200.6666667,0
1133,1491,4524,2,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,5,5,4,4,4,4,5,4,5,5,4,4,5,5,5,5,5,500,1,0,0,0,0,0,0,0,0,0,246,0.78125
1134,1496,4524,1,2,0,5,5,5,5,5,3,3,3,3,3,3,5,5,5,5,5,3,2,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,4,2,350,1,0,0,0,0,0,0,0,0,0,168,0.78125
1135,1497,4520,2,2,0,5,5,5,5,5,4,4,4,4,4,4,5,3,4,3,3,3,3,2,3,3,3,4,4,4,4,4,4,4,4,2,3,3,2,3,60,0,1,0,0,0,0,0,0,0,0,170.6666667,0.664451827
1136,1498,4523,2,2,0,4,3,3,3,3,3,3,3,2,3,4,2,2,2,2,2,3,2,2,3,2,3,2,2,3,2,3,3,3,3,3,3,2,2,2,400,1,0,0,0,0,0,0,0,0,0,170.6666667,0
1137,1499,4522,2,2,0,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,4,4,4,3,3,250,1,0,0,0,0,0,0,0,0,0,234.3333333,2.5
1138,1500,4523,2,2,0,5,5,4,5,4,5,5,5,4,4,4,3,2,1,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,500,1,0,0,0,0,0,0,0,0,0,216.3333333,0
1139,1502,4522,2,2,0,5,3,3,4,3,4,4,4,4,4,5,3,3,2,2,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,130,0,0,0,0,1,0,0,0,0,0,205.3333333,2.5
1140,1503,4522,1,2,0,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,3,3,4,4,4,5,3,3,4,4,4,4,3,3,5,5,4,4,4,500,0,0,0,0,0,0,0,1,0,0,273.3333333,2.5
1141,1504,4523,2,2,0,2,3,2,3,3,3,3,2,3,1,3,3,3,2,2,3,2,2,3,4,2,3,3,3,3,3,2,2,3,3,5,4,3,4,4,400,0,0,0,0,1,0,0,0,0,0,194.6666667,0
1142,1505,4276,1,3,0,5,4,5,5,5,5,5,5,5,5,5,4,4,3,3,2,3,2,3,4,3,4,3,3,3,3,4,4,3,3,2,2,2,2,2,400,1,0,0,0,0,0,0,0,0,0,216,2.840909091
1143,1506,4522,1,2,0,5,4,5,5,4,4,4,3,4,3,5,4,4,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,200,1,0,0,0,0,0,0,0,0,0,236,2.5
1144,1508,4524,2,2,0,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,280,1,0,0,0,0,0,0,0,0,0,200.6666667,0.78125
1145,1509,4520,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,4,4,3,4,4,3,3,4,4,3,3,4,350,1,0,0,0,0,0,0,0,0,0,203,0.664451827
1146,1510,4522,1,2,0,4,4,4,4,3,4,4,2,4,2,3,3,4,2,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,250,1,0,0,0,0,0,0,0,0,0,214,2.5
1147,1511,4524,1,2,0,5,4,4,5,5,3,3,3,3,3,3,3,3,3,5,5,5,3,4,5,4,4,3,3,4,4,4,4,3,4,5,5,5,5,1,515,1,0,0,0,0,0,0,0,0,0,158,0.78125
1148,1512,4523,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,2,2,400,1,0,0,0,0,0,0,0,0,0,193.6666667,0
1149,1513,4522,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,500,1,0,0,0,0,0,0,0,0,0,269.3333333,2.5
1150,1515,4547,1,2,0,3,2,3,3,3,4,4,3,4,4,4,4,4,3,3,4,5,4,3,3,2,3,4,3,3,5,4,3,3,4,4,4,4,3,3,700,1,0,0,0,0,0,0,0,0,0,223.6666667,0.31152648
1151,1516,4541,2,2,0,5,4,4,5,5,5,5,5,5,5,5,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,3,450,0,0,0,0,0,0,0,1,0,0,277,0
1152,1517,4541,1,2,0,2,4,1,1,5,2,2,1,1,1,2,5,5,5,2,4,4,3,4,4,5,5,4,4,4,4,5,5,4,4,4,4,3,2,1,550,0,0,0,0,0,1,0,0,0,0,244,0
1153,1518,4541,1,2,0,5,4,3,4,4,4,4,4,4,4,3,4,4,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,5,5,5,5,1,700,1,0,0,0,0,0,0,0,0,0,228.3333333,0
1154,1519,4549,2,2,0,5,5,4,5,4,5,5,5,5,5,5,4,3,5,4,4,4,2,3,4,3,4,4,4,4,4,4,1,2,4,4,4,3,4,4,250,0,1,0,0,0,0,0,0,0,0,200.3333333,0.471698113
1155,1520,4549,2,2,0,5,4,4,5,4,3,3,5,3,4,3,3,3,2,5,4,4,3,3,3,3,3,3,3,4,3,4,3,3,3,4,4,3,4,3,430,0,0,0,1,0,0,0,0,0,0,255.3333333,0.471698113
1156,1521,4549,1,2,0,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,600,1,0,0,0,0,0,0,0,0,0,244.6666667,0.471698113
1157,1522,4541,2,2,0,5,5,5,5,5,5,5,5,5,5,4,4,5,2,5,5,4,4,4,4,4,4,3,3,4,3,3,3,3,4,5,4,4,3,2,600,1,0,0,0,0,0,0,0,0,0,207.3333333,0
1158,1523,4549,2,2,0,5,4,5,5,4,5,4,4,5,5,5,4,4,3,4,5,4,4,3,4,4,4,3,3,3,3,4,3,4,4,3,3,3,3,3,550,1,0,0,0,0,0,0,0,0,0,207.3333333,0.471698113
1159,1524,4541,1,2,0,4,4,4,4,4,4,4,4,4,5,5,1,1,1,1,1,4,2,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,200,0,1,0,0,0,0,0,0,0,0,189,0
1160,1525,4549,2,2,0,5,4,4,4,4,4,4,4,4,3,3,5,4,4,4,4,3,3,3,4,3,3,4,4,3,2,4,2,4,3,5,4,4,4,4,500,0,0,0,1,0,0,0,0,0,0,247.3333333,0.471698113
1161,1526,4541,1,2,0,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,3,2,3,3,3,3,3,2,2,2,2,3,3,3,4,4,3,2,2,300,1,0,0,0,0,0,0,0,0,0,283,0
1162,1527,4549,2,2,0,5,4,3,5,5,4,4,3,4,3,4,5,5,5,5,5,4,3,4,3,3,4,3,3,4,3,4,3,4,4,4,4,4,3,3,600,1,0,0,0,0,0,0,0,0,0,239.3333333,0.471698113
1163,1528,5226,2,2,0,5,5,5,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,5,4,3,3,3,4,3,370,0,0,0,0,1,0,0,0,0,0,213.3333333,1.886792453
1164,1529,4549,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,3,3,3,3,4,4,4,4,4,4,5,5,5,5,3,3,2,2,4,600,1,0,0,0,0,0,0,0,0,0,220.6666667,0.471698113
1165,1530,4549,2,2,0,5,4,4,5,5,5,5,4,5,5,5,5,5,3,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,1,350,1,0,0,0,0,0,0,0,0,0,252.3333333,0.471698113
1166,1531,4541,1,2,0,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,3,3,4,4,3,3,3,3,3,4,3,3,4,3,3,2,2,1,450,1,0,0,0,0,0,0,0,0,0,226.3333333,0
1167,1532,4549,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,600,0,0,1,0,0,0,0,0,0,0,254.6666667,0.471698113
1168,1533,4541,2,2,0,4,4,4,4,4,4,3,2,3,1,3,5,5,4,4,5,4,2,2,3,4,4,4,4,5,5,5,5,5,5,5,4,3,3,3,320,0,0,1,0,0,0,0,0,0,0,270,0
1169,1535,4541,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,3,3,3,2,3,4,4,4,3,4,2,4,4,4,4,4,3,2,400,1,0,0,0,0,0,0,0,0,0,278.3333333,0
1170,1536,4549,1,2,0,5,4,5,5,3,4,4,4,4,4,4,4,4,3,5,5,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,300,0,0,0,1,0,0,0,0,0,0,215,0.471698113
1171,1537,4549,1,2,0,4,4,4,4,4,4,4,1,4,2,3,4,4,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,500,0,0,0,0,0,0,0,1,0,0,252,0.471698113
1172,1538,4548,2,2,0,5,4,4,5,3,4,4,4,4,4,4,4,5,5,4,4,3,3,3,3,3,3,3,3,1,3,3,3,3,2,3,4,4,4,2,1000,1,0,0,0,0,0,0,0,0,0,175.6666667,0.588235294
1173,1539,4541,1,2,0,4,4,5,4,3,4,4,3,4,4,4,4,4,5,3,3,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,5,5,4,3,350,0,0,0,1,0,0,0,0,0,0,207.3333333,0
1174,1540,4549,1,2,0,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,650,1,0,0,0,0,0,0,0,0,0,231.3333333,0.471698113
1175,1541,4549,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,700,1,0,0,0,0,0,0,0,0,0,164,0.471698113
1176,1542,4549,2,2,0,5,5,5,5,5,2,2,3,2,5,4,3,3,3,1,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,2,600,1,0,0,0,0,0,0,0,0,0,259,0.471698113
1177,1543,4549,2,2,0,4,5,5,5,5,4,4,4,4,5,5,5,4,3,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,2,4,680,0,0,1,0,0,0,0,0,0,0,251.6666667,0.471698113
1178,1545,4559,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,4,4,4,4,4,4,4,2,3,4,4,4,4,4,2,800,0,0,0,0,0,0,0,1,0,0,266.6666667,0.836820084
1179,1546,4559,1,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,200,1,0,0,0,0,0,0,0,0,0,198.3333333,0.836820084
1180,1547,4559,1,2,0,5,4,4,4,4,4,4,3,4,4,4,3,4,3,2,3,4,4,3,4,2,3,3,3,3,3,3,3,3,3,4,4,3,3,3,500,0,0,0,0,0,0,0,1,0,0,241.6666667,0.836820084
1181,1549,4559,1,2,0,4,4,3,4,4,5,5,3,4,2,4,4,4,4,3,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,600,0,0,0,1,0,0,0,0,0,0,284.3333333,0.836820084
1182,1551,4559,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,4,3,2,4,4,3,4,4,4,3,3,4,700,0,0,0,0,0,0,0,1,0,0,270.6666667,0.836820084
1183,1552,4559,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,4,5,5,5,4,5,5,5,5,5,3,1000,0,0,1,0,0,0,0,0,0,0,262,0.836820084
1184,1553,4559,2,2,0,5,4,5,5,5,5,5,5,5,5,5,5,4,3,5,5,4,3,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,800,1,0,0,0,0,0,0,0,0,0,258.3333333,0.836820084
1185,1554,4559,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,2,800,0,0,0,0,0,0,0,1,0,0,271.6666667,0.836820084
1186,1555,4559,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,3,3,3,4,4,4,3,3,4,3,4,4,5,5,5,5,2,500,1,0,0,0,0,0,0,0,0,0,275.3333333,0.836820084
1187,1556,4559,2,2,0,5,4,4,5,5,5,5,1,5,3,4,4,5,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,700,1,0,0,0,0,0,0,0,0,0,268.3333333,0.836820084
1188,1557,4559,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,2,4,4,4,3,3,4,4,3,3,5,5,5,4,5,500,1,0,0,0,0,1,0,0,0,0,236.3333333,0.836820084
1189,1558,4564,1,2,0,5,5,5,5,5,4,4,4,4,4,5,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1500,1,0,0,0,0,0,0,0,0,0,265.3333333,0.35335689
1190,1559,4559,2,2,0,5,4,5,5,4,2,2,1,2,2,1,5,3,3,5,5,3,4,2,4,2,3,3,3,3,3,3,3,3,3,2,2,2,2,1,300,1,0,0,0,0,0,0,0,0,0,221.3333333,0.836820084
1191,1561,4564,1,2,0,4,3,3,4,3,4,4,2,4,3,3,4,4,4,3,4,4,3,4,3,2,3,4,4,4,3,4,3,4,3,5,4,4,4,4,650,0,0,0,0,0,0,0,1,0,0,292,0.35335689
1192,1562,4559,1,2,0,5,5,5,5,5,4,4,4,4,4,4,5,4,3,1,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,2,500,0,0,1,0,0,0,0,0,0,0,277,0.836820084
1193,1563,4559,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,833,0,0,1,0,0,0,0,0,0,0,273.3333333,0.836820084
1194,1564,4559,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,300,1,0,0,0,0,0,0,0,0,0,261,0.836820084
1195,1565,4559,1,2,0,5,4,4,5,4,5,5,3,4,3,4,3,4,3,4,4,4,4,4,4,3,4,4,4,3,3,4,3,3,3,4,4,3,3,2,410,0,0,0,1,0,0,0,0,0,0,276.3333333,0.836820084
1196,1566,4559,1,2,0,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,2,3,2,3,3,3,3,3,3,4,3,3,4,4,4,4,2,2,500,1,0,0,0,0,0,0,0,0,0,247,0.836820084
1197,1567,4559,2,2,0,5,5,3,5,4,5,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,450,0,0,1,0,0,0,0,0,0,0,273.6666667,0.836820084
1198,1568,4559,1,2,0,4,4,3,3,4,3,4,3,3,3,3,4,4,2,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,4,3,3,2,500,0,0,0,0,0,1,0,0,0,0,195,0.836820084
1199,1571,4559,1,2,0,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,1000,0,0,0,0,0,0,0,0,1,0,271.6666667,0.836820084
1200,1572,4559,1,2,0,5,4,4,5,4,3,4,1,4,3,5,4,4,3,4,4,4,5,4,4,4,5,3,4,4,4,4,4,4,5,4,4,4,4,2,600,1,0,0,0,0,0,0,0,0,0,242,0.836820084
1201,1574,4036,2,4,1,5,4,4,4,4,3,3,3,3,3,3,4,3,2,3,3,2,3,3,3,3,3,3,3,4,3,3,4,3,3,4,4,4,3,2,250,0,0,0,0,0,0,0,1,0,0,177.6666667,13.84615385
1202,1576,4559,1,2,0,5,4,5,5,5,5,5,5,5,4,5,4,5,4,4,4,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,800,0,0,0,0,0,0,0,1,0,0,292.6666667,0.836820084
1203,1577,4561,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,3,4,4,1,1,650,1,0,0,0,0,0,0,0,0,0,292,0.716845878
1204,1579,4559,1,2,0,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,2,600,1,0,0,0,0,0,0,0,0,0,241.6666667,0.836820084
1205,1580,4559,2,2,0,5,4,4,5,4,4,4,4,4,4,4,5,5,3,5,5,4,2,3,2,3,3,3,3,3,3,4,3,3,4,4,4,4,2,2,500,1,0,0,0,0,0,0,0,0,0,223.6666667,0.836820084
1206,1581,4559,1,2,0,2,3,2,2,5,5,5,3,4,3,4,3,4,3,2,3,3,3,4,3,3,4,4,4,3,3,4,4,4,4,3,4,4,3,4,600,1,0,0,0,0,0,0,0,0,0,250,0.836820084
1207,1582,4559,1,2,0,5,5,5,5,5,5,5,4,5,4,5,5,5,3,5,5,5,5,5,5,5,5,4,4,4,4,4,3,4,4,5,5,5,4,3,450,1,0,0,0,0,0,0,0,0,0,242.3333333,0.836820084
1208,1584,4559,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,1,3,3,3,3,3,5,5,5,5,5,500,0,0,0,1,0,0,1,1,0,0,264.6666667,0.836820084
