stuID,schID,gender,pre_region,trans,pre_frendship_1,pre_frendship_2,pre_frendship_3,pre_frendship_4,pre_frendship_5,post_frendship_1,post_frendship_2,post_frendship_3,post_frendship_4,post_frendship_5,post_frendship_6,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,SES,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,prefer_Hsch_dum_9,prefer_Hsch_dum_10,academic_abil,multicultur_per,seoul,bigcity,smallcity,rural,sch_SES,sch_academic_abil,trans_Y1,trans_Y2,trans_Y3
1906,4445,1,2,0,4,2,4,4,3,4,3,2,4,2,3,5,5,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,60,1,0,0,0,0,0,0,0,0,0,180.3333333,4.761904762,0,1,0,0,551.6666667,186.8888889,0,0,0
1907,4470,1,2,0,4,4,4,4,3,4,4,3,4,4,5,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,400,1,0,0,0,0,0,0,0,0,0,176,1.851851852,0,1,0,0,312.5,189.4,0,0,0
1908,4427,2,2,0,4,3,3,3,3,4,4,4,4,4,4,3,4,3,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,500,1,0,0,0,0,0,0,0,0,0,233.3333333,0,0,1,0,0,493.3333333,258.6666667,0,0,0
1910,4445,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4,3,4,3,3,3,3,3,3,3,3,2,2,3,2,2,200,0,1,0,0,0,0,0,0,0,0,164.6666667,4.761904762,0,1,0,0,551.6666667,186.8888889,0,0,0
1911,4427,2,2,0,4,4,4,4,4,5,5,5,5,5,5,4,4,3,4,4,3,2,4,3,2,3,3,3,3,3,3,3,3,3,4,4,4,3,1,500,1,0,0,0,0,0,0,0,0,0,277,0,0,1,0,0,493.3333333,258.6666667,0,0,0
1913,4445,2,2,0,5,5,5,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,5,3,4,5,5,4,4,4,5,2,2,2,2,1,160,1,0,0,0,0,0,0,0,0,0,184.6666667,4.761904762,0,1,0,0,551.6666667,186.8888889,2,0,0
1914,4445,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,3,350,1,0,0,0,0,0,0,0,0,0,147.3333333,4.761904762,0,1,0,0,551.6666667,186.8888889,1,0,0
1916,4479,1,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,310,1,0,0,0,0,0,0,0,0,0,227.3333333,0,0,1,0,0,780,216.4285714,0,0,0
1917,4479,2,2,0,5,3,4,5,4,4,3,4,4,4,4,4,4,2,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3,3,200,1,0,0,0,0,0,0,0,0,0,197,0,0,1,0,0,780,216.4285714,0,0,0
1918,4445,1,2,0,4,5,4,4,4,4,4,4,4,4,4,4,4,3,5,4,2,1,2,1,2,2,3,4,4,4,4,1,2,3,4,4,3,2,1,450,0,0,0,0,0,1,0,0,0,0,218.3333333,4.761904762,0,1,0,0,551.6666667,186.8888889,0,0,0
1919,4479,2,2,0,5,5,5,5,5,4,4,2,4,2,4,5,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,3500,1,0,0,0,0,0,0,0,0,0,261.3333333,0,0,1,0,0,780,216.4285714,0,0,0
1920,4479,1,2,0,5,5,5,5,5,4,4,4,4,4,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,3,3,3,300,1,0,0,0,0,0,0,0,0,0,182.6666667,0,0,1,0,0,780,216.4285714,0,0,0
1921,4450,2,4,0,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,380,1,0,0,0,0,0,0,0,0,0,229.6666667,1.898734177,0,0,0,1,330,204.3333334,0,0,0
1922,4479,1,2,0,4,4,4,4,4,5,5,3,5,4,5,3,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,3,450,0,0,0,0,0,0,1,0,0,0,249,0,0,1,0,0,780,216.4285714,0,0,0
1923,4444,1,2,0,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,3,1,700,0,0,0,0,0,0,1,0,0,0,259,1.433691756,0,1,0,0,700,259,0,1,0
1924,4445,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,2,3,3,3,4,4,3,4,4,4,3,4,4,5,5,5,5,5,360,0,0,0,1,0,0,0,0,0,0,220,4.761904762,0,1,0,0,551.6666667,186.8888889,0,0,0
1925,4479,2,2,0,5,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,5,5,4,4,2,4,2,4,5,5,4,4,3,4,2,400,1,0,0,0,0,0,0,0,0,0,208.3333333,0,0,1,0,0,780,216.4285714,0,0,0
1927,4440,1,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,5,3,2,4,3,3,3,3,4,4,3,4,3,4,4,4,4,4,4,4,700,0,0,0,1,0,0,0,0,0,0,289,2.604166667,0,1,0,0,700,289,0,0,0
1928,4479,1,2,0,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,300,1,0,0,0,0,0,0,0,0,0,189.3333333,0,0,1,0,0,780,216.4285714,0,0,0
1929,4427,2,2,0,4,4,4,4,4,3,3,3,3,3,3,3,3,1,5,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,480,1,0,0,0,0,0,0,0,0,0,266.3333333,0,0,1,0,0,493.3333333,258.6666667,0,0,0
1932,4445,1,2,0,5,4,4,4,4,4,4,4,4,3,4,5,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,3,2,2800,1,0,0,0,0,0,0,0,0,0,214.3333333,4.761904762,0,1,0,0,551.6666667,186.8888889,0,0,0
1934,4481,1,2,0,4,4,4,4,3,3,3,4,3,3,4,3,3,1,3,4,3,2,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,4,300,0,1,0,0,0,0,0,0,0,0,193.6666667,1.069518717,0,1,0,0,471.5384615,221.6666667,0,0,0
1935,4472,1,2,0,4,4,4,4,4,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,5,5,4,4,3,3,4,3,3,3,4,350,0,0,0,0,0,1,0,0,0,0,163.6666667,3.100775194,0,1,0,0,334.0909091,190.3921569,0,0,0
1936,4456,1,2,0,4,4,3,4,4,4,4,3,4,3,3,4,3,3,3,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,3,4,3,3,2,300,0,0,0,0,0,0,0,1,0,0,190.3333333,0.660792952,0,1,0,0,662.1052632,231.5833333,1,0,0
1939,4472,2,2,0,3,3,4,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,100,1,0,0,0,0,0,0,0,0,0,155,3.100775194,0,1,0,0,334.0909091,190.3921569,0,0,0
1940,4481,2,2,0,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,5,4,4,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,2,3,700,1,0,0,0,0,0,0,0,0,0,286.3333333,1.069518717,0,1,0,0,471.5384615,221.6666667,2,0,0
1942,4472,2,2,0,3,4,4,4,4,5,5,4,5,4,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,500,0,0,1,0,0,0,0,0,0,0,254.3333333,3.100775194,0,1,0,0,334.0909091,190.3921569,1,0,0
1945,4481,1,2,0,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,2,3,3,1,2,3,3,3,3,3,3,3,3,4,5,5,4,5,500,0,0,0,1,0,0,0,0,0,0,227.6666667,1.069518717,0,1,0,0,471.5384615,221.6666667,0,0,0
1947,4481,2,2,0,4,4,4,4,4,4,4,5,5,5,4,4,4,4,3,4,3,4,3,3,5,4,4,4,4,4,3,3,4,4,4,4,4,3,5,400,1,0,0,0,0,0,0,0,0,0,229.3333333,1.069518717,0,1,0,0,471.5384615,221.6666667,1,0,0
1948,4481,2,2,0,4,2,3,4,2,3,3,2,2,1,2,2,3,2,3,2,4,4,3,4,1,3,3,3,3,3,3,3,4,3,5,4,4,3,1,500,0,0,0,0,0,0,1,0,0,0,215.6666667,1.069518717,0,1,0,0,471.5384615,221.6666667,0,0,0
1949,4472,2,2,0,5,3,3,5,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,100,1,0,0,0,0,0,0,0,0,0,157,3.100775194,0,1,0,0,334.0909091,190.3921569,0,0,0
1950,4481,2,2,0,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,500,0,0,0,0,0,0,1,0,0,0,247.3333333,1.069518717,0,1,0,0,471.5384615,221.6666667,0,0,0
1951,4471,2,2,0,4,4,4,5,5,4,3,4,4,4,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,490,1,0,0,0,0,0,0,0,0,0,285.3333333,0.823045267,0,1,0,0,490,285.3333333,1,0,0
1952,4472,2,2,0,5,4,4,4,4,5,5,5,5,5,5,4,3,3,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,5,5,5,5,1,300,1,0,0,0,0,0,0,0,0,0,219,3.100775194,0,1,0,0,334.0909091,190.3921569,0,0,0
1953,4481,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,500,1,0,0,0,0,0,0,0,0,0,208.6666667,1.069518717,0,1,0,0,471.5384615,221.6666667,1,0,0
1954,4481,1,2,0,5,4,4,4,5,4,4,4,4,4,4,3,3,4,4,5,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,2,3,2,2,350,1,0,0,0,0,0,0,0,0,0,215.3333333,1.069518717,0,1,0,0,471.5384615,221.6666667,1,0,0
1955,4433,1,2,0,4,4,3,4,4,3,3,3,3,3,3,4,4,3,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,200,0,0,0,0,0,1,0,0,0,0,237.6666667,2.424242424,0,1,0,0,200,237.6666667,1,1,0
1956,4481,2,2,0,2,2,2,3,3,3,3,3,3,3,3,5,5,5,2,5,5,4,4,4,4,4,4,4,3,3,3,4,2,3,2,3,3,3,2,660,1,0,0,0,0,0,0,0,0,0,280,1.069518717,0,1,0,0,471.5384615,221.6666667,1,0,0
1957,4481,2,2,0,5,5,5,5,5,5,5,3,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,400,1,0,0,0,0,0,0,0,0,0,247,1.069518717,0,1,0,0,471.5384615,221.6666667,0,0,0
1958,4472,2,2,0,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,5,5,4,4,4,3,5,4,3,5,4,4,4,3,3,395,1,0,0,0,0,0,0,0,0,0,194.3333333,3.100775194,0,1,0,0,334.0909091,190.3921569,0,0,0
1960,4472,2,2,0,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,2,3,3,3,4,2,3,4,3,3,4,4,3,3,4,700,1,0,0,0,0,0,0,0,0,0,272.6666667,3.100775194,0,1,0,0,334.0909091,190.3921569,0,0,0
1961,4472,2,2,0,4,4,4,5,4,4,4,4,4,4,4,2,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,250,0,1,0,0,0,0,0,0,0,0,210.3333333,3.100775194,0,1,0,0,334.0909091,190.3921569,0,0,0
1962,4481,2,2,0,4,5,3,4,5,4,4,3,3,3,4,3,3,1,3,1,4,5,4,3,3,3,4,3,4,3,4,4,3,4,3,3,4,3,2,500,1,0,0,0,0,0,0,0,0,0,172.6666667,1.069518717,0,1,0,0,471.5384615,221.6666667,3,0,0
1964,4472,1,2,0,5,5,5,5,5,3,3,3,3,3,3,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,4,4,4,4,4,4,2,3,3,280,1,0,0,0,0,0,0,0,0,0,143.6666667,3.100775194,0,1,0,0,334.0909091,190.3921569,0,0,0
1965,4472,1,2,0,5,5,5,5,5,4,4,3,4,4,4,4,4,4,5,5,4,4,4,5,5,4,4,4,5,5,5,4,5,5,5,5,5,5,5,300,1,0,0,0,0,0,0,0,0,0,176,3.100775194,0,1,0,0,334.0909091,190.3921569,0,0,0
1966,4472,1,2,0,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,3,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,1,400,1,0,0,0,0,0,0,0,0,0,180.6666667,3.100775194,0,1,0,0,334.0909091,190.3921569,0,0,0
1968,4481,1,2,0,4,4,5,4,4,5,5,5,5,5,5,5,4,4,5,5,3,2,3,2,2,3,3,3,3,3,3,3,4,4,4,4,3,4,3,520,1,0,0,0,0,0,0,0,0,0,198.3333333,1.069518717,0,1,0,0,471.5384615,221.6666667,1,0,0
1970,4481,2,2,0,4,4,4,4,4,5,5,5,5,5,5,3,4,3,4,4,3,2,3,2,2,3,3,4,4,3,4,2,3,3,4,4,4,4,3,300,1,0,0,0,0,0,0,0,0,0,254.6666667,1.069518717,0,1,0,0,471.5384615,221.6666667,0,0,0
1972,4473,2,2,0,5,4,4,4,4,4,4,4,4,4,5,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,400,1,0,0,0,0,0,0,0,0,0,192,0,0,1,0,0,389.5454545,227.0757576,1,0,0
1973,4473,1,2,0,5,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,1,400,0,0,0,1,0,0,0,0,0,0,289,0,0,1,0,0,389.5454545,227.0757576,1,0,0
1974,4473,2,2,0,5,5,5,5,5,3,3,2,3,2,3,4,3,3,5,5,3,2,4,4,3,4,4,4,3,3,4,3,3,4,4,4,3,3,2,250,1,0,0,0,0,0,0,0,0,0,206,0,0,1,0,0,389.5454545,227.0757576,0,0,0
1975,4473,2,2,0,5,3,4,5,5,5,5,5,5,5,5,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,5,3,4,5,5,5,3,3,3,280,1,0,0,0,0,0,0,0,0,0,252,0,0,1,0,0,389.5454545,227.0757576,0,0,0
1976,4473,1,2,0,5,5,5,5,5,4,4,2,4,5,4,5,5,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,2,400,1,0,0,0,0,0,0,0,0,0,246,0,0,1,0,0,389.5454545,227.0757576,0,0,0
1977,4473,2,2,0,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,3,1,3,3,3,3,3,3,2,2,2,4,4,3,5,5,4,4,3,500,0,1,0,0,0,0,0,0,0,0,162.3333333,0,0,1,0,0,389.5454545,227.0757576,0,0,0
1978,4473,1,2,0,5,5,5,5,5,4,4,4,4,5,5,5,5,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,500,0,0,0,0,0,0,0,1,0,0,226,0,0,1,0,0,389.5454545,227.0757576,0,0,0
1979,4473,2,2,0,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,450,0,0,0,0,0,0,0,1,0,0,188.3333333,0,0,1,0,0,389.5454545,227.0757576,0,0,0
1980,4478,1,2,0,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,5,4,4,4,4,4,4,4,4,5,3,5,4,5,5,4,4,4,3,2,1000,1,0,0,0,0,0,0,0,0,0,212.3333333,1.169590643,0,1,0,0,512.5,198,0,0,0
1981,4473,2,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,400,1,0,0,0,0,0,0,0,0,0,247,0,0,1,0,0,389.5454545,227.0757576,0,0,0
1982,4473,1,2,0,5,4,4,4,4,4,4,3,4,4,4,3,3,3,4,3,3,3,3,3,4,3,4,4,5,5,5,4,4,4,3,3,3,3,4,500,0,0,0,0,0,1,0,0,0,0,211.3333333,0,0,1,0,0,389.5454545,227.0757576,0,0,0
1983,4473,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,4,4,4,4,530,0,0,0,0,0,0,0,1,0,0,272.6666667,0,0,1,0,0,389.5454545,227.0757576,0,0,0
1984,4473,1,2,0,4,3,3,5,3,3,3,2,2,2,3,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,430,0,0,0,1,0,0,0,0,0,0,263.3333333,0,0,1,0,0,389.5454545,227.0757576,0,0,0
1985,4473,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,3,2,4,4,3,4,4,4,3,3,4,3,3,4,4,4,3,3,2,250,1,0,0,0,0,0,0,0,0,0,241.6666667,0,0,1,0,0,389.5454545,227.0757576,0,0,0
1986,4477,2,2,0,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,3,4,3,3,3,3,3,3,4,4,4,3,5,5,5,5,5,2000,0,0,1,0,0,0,0,0,0,0,267,0,0,1,0,0,866.6666667,264.2222222,0,1,0
1987,4473,1,2,0,5,5,4,5,4,4,4,4,4,4,4,5,5,5,5,5,2,2,3,3,3,3,4,4,4,3,4,3,3,4,5,5,5,3,3,300,0,0,0,0,0,0,0,1,0,0,260,0,0,1,0,0,389.5454545,227.0757576,0,0,0
1988,4473,2,2,0,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,5,300,0,0,0,0,0,0,1,0,0,0,219,0,0,1,0,0,389.5454545,227.0757576,0,0,0
1989,4473,2,2,0,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,4,4,4,4,4,4,550,0,0,1,0,0,0,0,0,0,0,261,0,0,1,0,0,389.5454545,227.0757576,0,0,0
1990,4482,2,2,0,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3,3,3,700,1,0,0,0,0,0,0,0,0,0,231,3.821656051,0,1,0,0,434.5833333,215.72,0,0,0
1991,4473,1,2,0,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,2,4,3,3,3,3,3,4,3,4,4,4,3,4,4,3,2,1,200,0,0,0,0,0,0,0,1,0,0,226,0,0,1,0,0,389.5454545,227.0757576,1,0,0
1992,4473,2,2,0,4,3,3,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,500,0,0,1,0,0,0,0,0,0,0,260.3333333,0,0,1,0,0,389.5454545,227.0757576,0,0,0
1994,4473,2,2,0,5,4,4,5,4,4,4,4,4,4,5,2,1,2,4,4,4,2,4,4,3,4,3,3,4,3,4,4,4,4,2,2,2,2,2,600,1,0,0,0,0,0,0,0,0,0,134.3333333,0,0,1,0,0,389.5454545,227.0757576,0,0,0
1995,4473,1,2,0,4,4,3,3,3,3,3,3,3,3,3,3,2,1,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,230,0,1,0,0,0,0,0,0,0,0,191,0,0,1,0,0,389.5454545,227.0757576,0,0,0
1996,4473,2,2,0,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,200,1,0,0,0,0,0,0,0,0,0,211.6666667,0,0,1,0,0,389.5454545,227.0757576,0,0,0
1997,4478,2,2,0,5,5,5,5,5,3,3,3,4,3,3,4,4,3,4,4,3,2,3,2,2,3,3,3,3,3,3,3,3,2,3,3,4,3,2,200,1,0,0,0,0,0,0,0,0,0,236,1.169590643,0,1,0,0,512.5,198,3,0,0
1998,4478,2,2,0,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,2,2,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,2,2,150,1,0,0,0,0,0,0,0,0,0,186.6666667,1.169590643,0,1,0,0,512.5,198,0,0,0
1999,4468,2,2,0,5,4,4,5,5,5,5,5,4,4,5,4,4,4,4,4,3,2,4,2,2,3,4,3,4,3,2,2,4,4,4,4,4,4,3,400,0,0,0,0,0,0,0,1,0,0,282.6666667,1.02739726,0,1,0,0,455,244.6666667,0,1,0
2000,4478,1,2,0,3,4,4,4,4,4,4,4,4,5,4,3,3,2,4,3,4,2,2,2,3,3,4,4,5,4,5,5,5,5,3,4,3,3,1,700,0,1,0,0,0,0,0,0,0,0,157,1.169590643,0,1,0,0,512.5,198,1,0,0
2001,4482,1,2,0,4,3,4,4,5,3,3,3,4,3,4,3,4,4,4,5,3,3,4,3,3,4,3,3,3,3,3,3,4,4,4,4,3,2,2,200,1,0,0,0,0,0,0,0,0,0,188.3333333,3.821656051,0,1,0,0,434.5833333,215.72,1,0,0
2002,4461,1,2,0,5,5,5,5,5,5,5,5,5,5,5,4,3,3,2,3,3,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,3,2,450,1,0,0,0,0,0,0,0,0,0,254.6666667,0.923787529,0,1,0,0,433.3333333,229.2666667,0,0,0
2003,4458,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,4,2,460,0,0,0,0,0,0,0,1,0,0,251.6666667,0.336700337,0,1,0,0,487,236.1,0,0,0
2004,4461,1,2,0,3,4,4,4,4,4,4,3,4,3,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,300,0,0,0,1,0,0,0,0,0,0,260,0.923787529,0,1,0,0,433.3333333,229.2666667,0,0,0
2005,4458,2,2,0,5,5,5,5,5,5,5,1,4,1,1,5,5,5,5,5,4,2,2,3,2,3,4,2,4,2,2,3,3,4,4,4,4,2,4,500,0,0,0,1,0,0,0,0,0,0,292,0.336700337,0,1,0,0,487,236.1,0,0,0
2006,4458,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,2,5,5,4,4,4,4,4,3,4,4,4,5,1,1,1,1,1,500,1,0,0,0,0,0,0,0,0,0,246.6666667,0.336700337,0,1,0,0,487,236.1,0,0,0
2007,4458,1,2,0,5,4,3,4,4,3,3,3,3,3,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,500,1,0,0,0,0,0,0,0,0,0,198,0.336700337,0,1,0,0,487,236.1,0,0,0
2008,4461,1,2,0,5,5,4,4,4,4,4,2,4,4,4,4,4,4,4,4,5,4,4,2,2,4,2,2,2,1,1,1,3,2,3,4,3,3,2,500,1,0,0,0,0,0,0,0,0,0,279.6666667,0.923787529,0,1,0,0,433.3333333,229.2666667,0,0,0
2009,4461,1,2,0,4,4,3,3,3,4,4,4,4,4,4,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,2,2,350,1,0,0,0,0,0,0,0,0,0,170.3333333,0.923787529,0,1,0,0,433.3333333,229.2666667,0,0,0
2010,4461,1,2,0,4,4,4,4,4,4,4,5,4,4,4,3,3,3,2,3,5,1,4,1,2,3,4,4,3,3,3,4,3,3,5,4,3,3,1,400,1,0,0,0,0,0,0,0,0,0,205,0.923787529,0,1,0,0,433.3333333,229.2666667,1,0,0
2012,4458,1,2,0,3,3,2,2,3,2,3,2,3,3,4,2,2,3,3,3,3,2,4,3,4,4,3,3,3,3,4,4,4,5,4,4,4,3,2,500,1,0,0,0,0,0,0,0,0,0,181.6666667,0.336700337,0,1,0,0,487,236.1,0,0,0
2014,4461,1,2,0,4,4,5,4,3,4,4,4,4,4,4,4,3,1,3,4,4,4,4,4,3,4,3,3,3,3,4,3,4,4,3,4,3,3,4,380,1,0,0,0,0,0,0,0,0,0,191.6666667,0.923787529,0,1,0,0,433.3333333,229.2666667,0,0,0
2015,4461,2,2,0,5,5,3,5,5,5,5,5,5,5,5,3,5,5,5,5,1,1,5,5,3,3,3,3,3,3,3,3,3,3,4,4,3,3,2,600,0,0,0,0,1,0,0,0,0,0,212,0.923787529,0,1,0,0,433.3333333,229.2666667,0,0,0
2018,4461,1,2,0,5,5,5,5,5,4,4,4,5,5,5,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,450,1,0,0,0,0,0,0,0,0,0,182.3333333,0.923787529,0,1,0,0,433.3333333,229.2666667,0,0,0
2019,4461,1,2,0,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,2,4,3,3,3,4,4,4,4,4,4,4,4,4,4,2,1,1,450,1,0,0,0,0,0,0,0,0,0,244,0.923787529,0,1,0,0,433.3333333,229.2666667,0,0,0
2021,4461,1,2,0,5,5,5,5,5,5,5,5,5,5,5,3,4,3,2,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,500,1,0,0,0,0,0,0,0,0,0,257.3333333,0.923787529,0,1,0,0,433.3333333,229.2666667,1,0,0
2022,4454,1,2,0,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,3,2,4,3,4,4,4,4,4,4,4,4,4,4,3,4,2,2,1,420,1,0,0,0,0,0,0,0,0,0,247.3333333,0,0,1,0,0,335,205.6666667,0,0,0
2024,4458,2,2,0,5,4,5,5,4,5,5,5,5,5,5,3,3,3,4,4,3,3,3,3,3,3,3,4,3,4,4,4,3,4,4,3,3,4,3,450,1,0,0,0,0,0,0,0,0,0,205.6666667,0.336700337,0,1,0,0,487,236.1,1,0,0
2025,4461,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,4,400,0,0,0,0,0,0,0,1,0,0,284.3333333,0.923787529,0,1,0,0,433.3333333,229.2666667,0,0,0
2026,4461,2,2,0,4,5,4,4,5,4,4,3,4,3,3,3,4,4,3,5,4,3,3,3,3,3,3,3,2,3,3,3,4,4,3,3,3,3,2,320,1,0,0,0,0,0,0,0,0,0,244.3333333,0.923787529,0,1,0,0,433.3333333,229.2666667,0,0,0
2029,4458,1,2,0,4,4,4,4,4,3,3,3,3,4,5,4,4,3,4,4,3,4,4,3,3,4,3,3,3,3,4,4,4,4,3,3,3,3,3,300,0,0,0,1,0,0,0,0,0,0,288.3333333,0.336700337,0,1,0,0,487,236.1,0,0,0
